source_id,teff_gspphot,logg_gspphot,mh_gspphot,radial_velocity,radial_velocity_error,parallax,parallax_error,phot_g_mean_mag,lum_flame,mass_flame,radius_flame,age_flame
1545570133528453888,4147.3203,4.6402,0.2563,,,2.6052369035522034,0.029910734,15.612313,0.13337712,,0.70285636,
2076459496119200000,5657.6514,4.5285,0.1254,,,0.6174570875948548,0.026207639,15.659684,1.2756764,0.94531125,1.1677394,11.278329
2086449761846310784,5675.1807,4.5227,0.2195,-25.816994,4.6353555,1.4115309829347569,0.0151472585,14.117467,0.920923,0.9603392,0.99380773,6.71034
2119706690045629824,5518.4453,3.4314,-0.0378,-56.61383,1.560653,-0.017046594947588,0.379455,13.317716,,,,
2128013019361703936,6107.385,4.4875,-0.2058,,,0.6012615020250495,0.019990949,15.211584,1.866871,1.1490701,1.1985563,2.7599063
2129193070214982016,5291.1006,4.5764,-0.4475,,,1.400293424245061,0.01810813,14.95578,0.42298165,0.9001401,0.77614564,
2299101254886404608,6145.8013,4.2273,-0.3314,-13.692952,0.44133365,3.579737255208882,0.012942971,11.112238,2.0216014,1.1408902,1.2539917,3.6001854
2424406513428936832,5368.3022,4.4543,0.0907,-3.0952046,1.3218071,2.764407014043514,0.019920802,12.883635,0.6861714,0.85410744,0.95739126,
2428162410789155328,3890.675,4.5592,-0.5413,-10.718378,0.19111055,49.4757490031547,0.01777166,9.316666,0.088883124,0.61628544,0.6561428,13.235831
2452378776434477184,,,,,,273.80974511859966,0.17013045,3.3003998,,,,
3056551894686671616,5799.9585,4.265,-0.3761,83.57121,0.13345285,20.28982876509927,0.02370854,7.579918,1.6730827,0.99953926,1.2810935,9.506552
3409148746676599168,5621.2837,4.5346,0.1353,24.971502,0.37616998,11.171355158686364,0.016166238,9.870469,0.7198134,0.98604053,0.8946406,1.3234781
3540018633568783488,5739.007,4.3903,-0.4939,-10.313364,0.8403633,3.4900013524420843,0.016736947,11.926996,1.0991704,1.062986,1.0036968,1.7342185
3608139421926380544,5643.094,4.2829,-0.1958,0.027646849,1.7408756,1.6091040012449591,0.014814999,13.189838,1.4498829,0.93496716,1.269187,13.172404
3643098875168270592,5329.848,4.4377,-0.2191,-58.512592,0.82910067,4.643469078192418,0.014352859,11.880778,0.65773135,0.8564872,0.9511084,13.076613
4620574887039870720,,,,18.9141,5.204862,14.450581493994184,0.02694288,15.56254,,,,
4851398799032507776,5138.6475,4.5174,0.2014,-13.361155,0.49286583,4.698437590679656,0.00984125,12.264109,0.44617903,0.82116395,0.8465447,11.789352
5193620487508460416,5894.4326,4.2074,-0.4304,67.03743,0.29876778,7.063238366674905,0.011172513,10.044992,1.5482423,1.0350963,1.1931185,6.831457
5251470948229949568,5767.977,4.3946,-0.1726,18.200943,0.5695831,7.010763839670603,0.012416612,10.359779,1.1005723,0.9828129,1.0507332,6.852722
5387844681072434944,5999.47,4.1471,-0.1074,13.892351,0.1718245,8.309964717484318,0.013879583,9.140714,2.3223217,1.1425802,1.40936,5.200001
5710154317045164416,5571.3105,4.3663,-0.1363,7.512387,0.20824133,5.030189792816205,0.019156164,11.148268,1.0146222,0.8992305,1.0811027,13.356989
6355915466181029376,,,,-4.429763,0.35754302,16.248718569673972,0.018384472,11.9740305,,,,
6357524189130820992,6023.965,4.2,-0.092,55.142075,0.17003946,7.741014130784348,0.0133410385,9.4067745,2.0865343,1.1169884,1.3260648,5.240899
6520880040423258240,5331.2295,4.5111,0.3526,-20.006668,0.28945225,6.081032444795776,0.021302553,11.321884,0.6166981,0.8443006,0.9210137,
