main_id,sp_type,rvz_radvel,rvz_type,query_id
LSPM J1902+7525,M2.5,-20.39,v,TOI-2095
TOI-2096,,,,TOI-2096
TOI-2107,,3.05,v,TOI-2107
BD+16  3058,F0,-19.72,v,TOI-2109
G 244-27,M4.5V,,,TOI-2120
HD 155060,F8,-10.543,v,TOI-2128
TOI-2133,,-35.7,v,TOI-2133
BD+39  3325,K5V,-20.96,v,TOI-2134
LSPM J1844+3633,,,,TOI-2136
BD+18  3330,G5,-19.45,v,TOI-2141
BD+40  3172,F8,-20.83,v,TOI-2145
TOI-2152,F4V,-4.24,v,TOI-2152
TOI-2154,,-32.94,v,TOI-2154
HD 348661,G5,-108.14,v,TOI-2158
TOI-216,,36.150002,v,TOI-216
HD 238894,G5,-21.26,v,TOI-2180
TOI-2184,,30.396,v,TOI-2184
HD 188474,K3.5Vk:,52.9,v,TOI-2194
TOI-2196,,35.51,v,TOI-2196
CD-61  1276,K0V,26.7782,v,TOI-220
TOI-2202,,0.95,v,TOI-2202
CD-45 13850,,-34.05,v,TOI-2207
HD 195755,K0V,-46.42,v,TOI-2211
TOI-2236,,46.79,v,TOI-2236
TOI-2257,M3,-18.62,v,TOI-2257
TOI-2260,,-28.55,v,TOI-2260
TOI-2266,M4.6,1.09,v,TOI-2266
TOI-2267.03,,,,TOI-2267b
StKM 1-1621,K6,-19.89,v,TOI-2274
TOI-5293,,,,NAME TOI-5293 A
TOI-2285,M2V,-24.7,v,TOI-2285
BD+50  2663,,-38.09,v,TOI-2295
TOI-2322,,-4.71,v,TOI-2322
TOI-2328,,-0.84,v,TOI-2328
TOI-2337,,-62.6208,v,TOI-2337
TOI-2338,,84.33,v,TOI-2338
LP  942-63,,58.27,v,TOI-2345
TYC 5360-286-1,,20.59,v,TOI-2346
TOI-2364,,54.68,v,TOI-2364
TOI-2368,,15.41,v,TOI-2368
LEHPM 5926,,7.8,v,TOI-237
TOI-2373,,4.96,v,TOI-2373
TOI-2374,,14.77,v,TOI-2374
TOI-2379,,24.68,v,TOI-2379
BD-19  6428,K2V,-12.66,v,TOI-238
TYC 6404-55-1,,-5.22,v,TOI-2382
TOI-2384,,17.98,v,TOI-2384
LP  645-50,M4V,-29.5,v,TOI-2406
TOI-2407,,49.57,v,TOI-2407
G 271-53,K5V,-13.57,v,TOI-2411
TOI-2416,,19.66,v,TOI-2416
TOI-2420,,17.74,v,TOI-2420
CD-35   765,,8.08,v,TOI-2421
CD-31  1415,K7V,36.77,v,TOI-2427
G 267-158,M2V,15.141,v,TOI-244
BD+00   444,K5V,72.941,v,TOI-2443
TOI-2445,M3,25.4004,v,TOI-2445
CD-32  1952,,3.21,v,TOI-2447
CD-34  1735,,-4.09,v,TOI-2449
HD  34562,G0V,58.65,v,TOI-2458
CD-39  1993,K7V,,,TOI-2459
TOI-2485,,-25.1485,v,TOI-2485
HD 250208,G0,57.52,v,TOI-2497
TOI-2498,,,,TOI-2498
CD-37 15287,K0,-2.33,v,TOI-251
TOI-2524,,9.72,v,TOI-2524
TOI-2525,K8V,,,TOI-2525
TOI-2529,,21.33,v,TOI-2529
TOI-2537,,61.27,v,TOI-2537
HD  77411,G3V,37.72,v,TOI-2545
TOI-2567,,19.03,v,TOI-2567
HD  19916,F8/G0V,0.05,v,TOI-257
TOI-2570,,-45.07,v,TOI-2570
TOI-2580,,-19.16,v,TOI-2580
TOI-2589,,68.84,v,TOI-2589
BD-10    47,M0V,-11.121,v,TOI-260
HD   5976,F8/G0V,9.2,v,TOI-261
HD  13386,K0V,32.65,v,TOI-262
TOI-2641,F9V,-5.71,v,TOI-2641
TOI-2669,,24.45,v,TOI-2669
TOI-269,M2,,,TOI-269
L  231-32,M3.0V,26.45,v,TOI-270
TOI-2714,,43.99,v,TOI-2714
TOI-2719,,63.85,v,TOI-2719
TOI-2768,M0.0,75.09,v,TOI-2768
G 268-143,M0:,12.25,v,TOI-277
TOI-2796,,20.908001,v,TOI-2796
TOI-2818,,60.69,v,TOI-2818
TOI-283,,-12.42,v,TOI-283
TOI-2842,,42.54,v,TOI-2842
CD-60  1348,,18.0935,v,TOI-286
TOI-2876,,90.06,v,TOI-2876
TOI-2886,,25.87,v,TOI-2886
TOI-2969,,51.23,v,TOI-2969
TOI-2977,,10.49,v,TOI-2977
TOI-2981,,9.31,v,TOI-2981
TOI-2986,,5.1,v,TOI-2986
TOI-2989,,-9.97,v,TOI-2989
TOI-2992,,2.380105,v,TOI-2992
TOI-3023,,47.07,v,TOI-3023
TOI-3071,,9.31,v,TOI-3071
TOI-3082,,1.72,v,TOI-3082
TOI-3135,,-3.57,v,TOI-3135
UPM J1349-4603,M4,-14.96,v,TOI-3235
TOI-3261,K1.5V,-2.125,v,TOI-3261
TOI-3288,,30.76,v,TOI-3288
TOI-329,,-70.77,v,TOI-329
TOI-332,,-6.65,v,TOI-332
TOI-3321,,12.24,v,TOI-3321
TOI-333,,0.03,v,TOI-333
HD  55820,F8/G2,27.2808,v,TOI-3353
HD 300730,G5,,,TOI-3362
TOI-3364,,14.09,v,TOI-3364
TOI-3464,,56.79,v,TOI-3464
TOI-3474,,-38.26,v,TOI-3474
TOI-3486,,6.51,v,TOI-3486
HD 119355,G1/2V,33.64,v,TOI-3493
TOI-3568,,-97.85,v,TOI-3568
TOI-3593,,-46.14,v,TOI-3593
LP  291-36,M0.0V,-24.83,v,TOI-3629
TOI-3682,,36.7,v,TOI-3682
TOI-3693,,3.49,v,TOI-3693
TOI-3714,M1.5V,36.4,v,TOI-3714
TOI-375,,25.75,v,TOI-375
TOI-3757,M0.0V,24.65,v,TOI-3757
TOI-3785,,4.34,v,TOI-3785
TOI-3807,,-29.45,v,TOI-3807
TOI-3819,,31.15,v,TOI-3819
TOI-3837,,-56.37,v,TOI-3837
TOI-3856,,32.98,v,TOI-3856
TOI-3862,,-27.9292,v,TOI-3862
TOI-3877,,48.98,v,TOI-3877
LSPM J1206+1230,,3.16,v,TOI-3884
TOI-3894,,7.45,v,TOI-3894
TOI-3912,,-7.86,v,TOI-3912
TOI-3919,,5.25,v,TOI-3919
TOI-3980,,-43.08,v,TOI-3980
TOI-4010,,4.58,v,TOI-4010
LP  994-91,M3,,,TOI-406
TOI-4087,,-13.91,v,TOI-4087
TOI-4127,,-37.03,v,TOI-4127
TOI-4137,,-40.49,v,TOI-4137
TOI-4153,,-13.31,v,TOI-4153
TOI-4155,,0.08,v,TOI-4155
SCR J0255-7924,M5.5,,,TOI-4184
TOI-4201,M1.5V,42.1,v,TOI-4201
BD-14  1137,G9V,79.15,v,TOI-421
TOI-4214,,50.97,v,TOI-4214
TYC 7994-571-1,,63.91,v,TOI-4308
CD-26  2288,K3+Vk:,48.761,v,TOI-431
TOI-4329,,-27.75,v,TOI-4329
TOI-4342,,-4.43,v,TOI-4342
PM J05202-0414,M2.5,44.77,v,TOI-4364
TOI-4377,,11.77,v,TOI-4377
TOI-4379,,-28.01,v,TOI-4379
CPD-57   261,,24.7,v,TOI-4406
G 182-34,M3.5Ve,,,TOI-4438
HD  27196,K1/2V,0.63,v,TOI-444
HD 168069,G0,-28.31,v,TOI-4443
BD+15  3457,F9,-49.42,v,TOI-4465
TOI-4479,M3,-5.02,v,TOI-4479
BD+36  3397,F8,-25.17,v,TOI-4495
TOI-4504,,1.68,v,TOI-4504
HD 269434,G0,26.7619,v,TOI-4507
CD-38  1467,,19.78,v,TOI-451
TOI-4515,,13.27,v,TOI-4515
G   2-33,M1V,-60.65,v,TOI-4527
G   2-21,M1.5V,,,TOI-4529
HD 107244,K2III,43.0,v,TOI-4551
LP  912-46,,,,TOI-4559
TOI-4562,F7V,7.296,v,TOI-4562
TOI-4582,,-60.73,v,TOI-4582
TOI-4600,,10.2531,v,TOI-4600
HD  25295,G5,-48.584,v,TOI-4602
HD 245134,G0,-3.29,v,TOI-4603
BD+62  1529,K0,0.895703,v,TOI-4633
TOI-4638,,-20.88,v,TOI-4638
HD  17607,F0,25.04,v,TOI-4641
TOI-4666,,0.12,v,TOI-4666
HD  42813,K0V,81.87,v,TOI-469
TOI-470,,29.44,v,TOI-470
UCAC4 513-018751,,-15.61,v,TOI-4734
TYC 5992-2066-1,,7.57,v,TOI-4773
TOI-4791,,34.8,v,TOI-4791
UCAC4 388-028548,,5.79,v,TOI-4794
HD  39688,F8/G0V,5.091,v,TOI-480
CD-57  1712,,38.19,v,TOI-481
TOI-4860,M3.5V,20.42,v,TOI-4860
TOI-4914,,11.491,v,TOI-4914
UCAC4 138-003546,,40.39,v,TOI-4940
UCAC4 151-114136,,27.21,v,TOI-4961
TOI-4994,,5.76,v,TOI-4994
CD-47  2804,K,55.63,v,TOI-500
TOI-5005,G2V,16.58,v,TOI-5005
UCAC4 145-179986,,7.12,v,TOI-5007
TOI-5027,,-34.240002,v,TOI-5027
G   6-3,,70.28,v,TOI-5076
HD  53532,G0V,42.897,v,TOI-5082
BD+12  2298,G5,,,TOI-5108
BD+31  1259,G0,3.59,v,TOI-5110
CD-38  2650,K0,68.07696,v,TOI-512
BD+19  2299,F8,14.56,v,TOI-5126
TOI-5143,,16.2,v,TOI-5143
TOI-5153,,-36.1,v,TOI-5153
TOI-5174,,27.469999,v,TOI-5174
TOI-519,M2.5V,,,TOI-519
TOI-5205,M4.5V,-60.91,v,TOI-5205
TOI-521,M2V,18.89,v,TOI-521
TOI-5210,,-50.79,v,TOI-5210
TOI-5218,,,,TOI-5218
TOI-5232,,-19.0,v,TOI-5232
TOI-5238,,-10.16,v,TOI-5238
UCAC4 548-125284,,-4.65,v,TOI-5261
UCAC4 322-080808,M3.0e,-0.891642,v,HIDDEN NAME USco1556 A
UCAC4 323-086223,M2.5e,-5.37774,v,HIDDEN NAME USco1621 A
NAME Teegarden's Star,dM6,63.0,v,NAME Teegarden's Star
NAME UKIRT 2017-BLG-001,,,,NAME UKIRT-2017-BLG-001L
TOI-530,M0.5V,-41.67,v,TOI-530
TOI-5300,,-67.72,v,TOI-5300
TOI-5301,,,,TOI-5301
TOI-5319,M3.0,,,TOI-5319
TOI-532,M0V,,,TOI-532
UCAC4 522-000694,,-2.1866,v,TOI-5322
UCAC4 562-008479,,27.05,v,TOI-5340
TOI-5344,,45.0,v,TOI-5344
UCAC4 555-007025,,40.42,v,TOI-5349
UCAC4 559-012271,,5.25,v,TOI-5350
Wolf  346,M1.5,,,TOI-5388
BD+37  2118,G0,-10.23,v,TOI-5398
1RXS J050514.2-475625,,18.576,v,TOI-540
TYC 1866-346-1,,4.58,v,TOI-5422
HD 290498,K7V,7.9,v,TOI-544
UCAC4 508-048355,M2,37.71,v,TOI-5489
TOI-5542,,-52.54,v,TOI-5542
TOI-5573,,-17.58,v,TOI-5573
TOI-558,,30.77,v,TOI-558
TOI-559,,-13.77,v,TOI-559
UCAC4 780-019950,,-2.77,v,TOI-5592
TOI-561,,80.1105,v,TOI-561
TOI-5616,,,,TOI-5616
TOI-564,,7.72,v,TOI-564
TOI-5678,G7V,0.47,v,TOI-5678
TYC 3012-2430-1,K5,6.32,v,TOI-5704
TOI-5713,M3.5,-13.8506,v,TOI-5713
LSPM J1327+7310,M3.9,26.749201,v,TOI-5716
G 120-35,K3,,,TOI-5720
BD+69   458,G0,-22.4,v,TOI-5726
LP   70-284,,-6.9149,v,TOI-5728
TYC 2464-396-1,K3,,,TOI-5734
UCAC4 698-056156,M0e,-1.9111,v,TOI-5736
TOI-5786,F8V,-26.35,v,TOI-5786
BD+31  3477,,-59.36,v,TOI-5788
HD 191785,K0V,-49.285,v,TOI-5789
TOI-5795,G3V,-67.13,v,TOI-5795
G 143-29,M2.0V,-21.482,v,TOI-5799
HD 193396,K3III,-31.72,v,TOI-5800
TYC  556-982-1,,-47.77,v,TOI-5803
HD 204660,G2IV-V,-20.883,v,TOI-5817
TOI-5882,,-24.0,v,TOI-5882
TIC 305506996,,,,TOI-5916
UCAC4 594-107971,,-9.57,v,TOI-5938
TOI-6000,,34.02,v,TOI-6000
G 125-49,M3.5,-11.74,v,TOI-6002
LSPM J2041+4938,dM6.5,-51.47,v,TOI-6008
TOI-6016,,-48.52,v,TOI-6016
TOI-6029,,,,TOI-6029
TOI-6034,,9.38,v,TOI-6034
TYC 2859-682-1,G7,7.54,v,TOI-6041
HD  23074,G0,-14.739,v,TOI-6054
TOI-6086,dM4.0,,,TOI-6086
TOI-6109,G3,2.71,v,TOI-6109
BD+16  4775,,-23.52,v,TOI-6130
TOI-615,F2V,31.74,v,TOI-615
G 161-32,M2.5V,5.4,v,TOI-620
HD  70661,F5V,,,TOI-622
UCAC4 616-137679,M0V,-6.32,v,TOI-6223
G 189-1,M3.0V,,,TOI-6255
HD 288842,G0,20.07,v,TOI-628
TOI-6303,,4.71,v,TOI-6303
G 264-17,dM4.0,-82.747,v,TOI-6324
TOI-6330,,-47.05,v,TOI-6330
TOI-640,,40.88,v,TOI-640
UCAC4 355-047907,,43.03,v,TOI-6420
ATO J110.1704-33.9223,,19.1,v,TOI-6448
2MASS J09595797-1609323,,,,TOI-6478
G 163-31,,,,TOI-654
TOI-6628,,1.2,v,TOI-6628
WT 1825,,33.06,v,TOI-663
BD+34   168,,-14.65,v,TOI-6651
TOI-669,G4,51.99,v,TOI-669
TYC 9473-833-1,,-13.67,v,TOI-6692
TOI-6695,,0.271,v,TOI-6695
UPM J0726-3033,,,,TOI-6716
TOI-672,,-3.99,v,TOI-672
TOI-674,,13.82,v,TOI-674
HD 297549,F8,,,TOI-677
HD  97260,K0/1III,38.03,v,TOI-682
TOI-6894,,,,TOI-6894
TOI-700,M2V,-4.7777,v,TOI-700
UCAC4 729-063241,,-81.8,v,TOI-7009
TOI-7041,,38.58,v,TOI-7041
TOI-712,,3.3023,v,TOI-712
2MASS J16185724+1910327,,,,TOI-7149
TOI-715,M4,55.78,v,TOI-715
LP  577-37,,,,TOI-7166
CD-40  6169,,-23.86,v,TOI-733
UCAC4 251-006761,,-14.0,v,TOI-7384
TYC 8748-944-1,,13.2,v,TOI-7510
WT 351,M1V,,,TOI-756
CD-34  8236,K1,-6.96,v,TOI-757
CD-39  7945,,-13.68,v,TOI-763
TOI-771,M3,,,TOI-771
LP  961-53,M1,49.34,v,TOI-776
HD 115447,F3V,-5.24,v,TOI-778
TOI-782,,-5.39,v,TOI-782
CD-61   970,,1.7656,v,TOI-813
CD-43  6219,,-2.686134,v,TOI-815
SCR J1448-5735,K4V,29.33,v,TOI-824
BPM  5856,M0V,11.76,v,TOI-833
CD-23 12010,K7V,-26.34,v,TOI-836
CPD-63  1435,,18.2,v,TOI-837
TOI-849,,10.15,v,TOI-849
CD-50  1583,,-4.14,v,TOI-871
HD  43629,K(2)(III),33.84,v,TOI-880
TOI-892,,41.1,v,TOI-892
TOI-904,,1.94,v,TOI-904
TOI-905,,42.44,v,TOI-905
TOI-907,,-20.27,v,TOI-907
TOI-908,,9.39,v,TOI-908
L   20-1,M3,,,TOI-912
CD-80   565,,32.54,v,TOI-913
TOI-942,K2.2V,23.68,v,TOI-942
CD-25  1737,,-6.89,v,TOI-954
TOI-969,K5,-5.19,v,TOI-969
TRAPPIST-1,M7.5e,-52.003101,v,TRAPPIST-1
NAME V672 Lyr b,,,,TrES-1
Kepler-1b,,,,TrES-2
TrES-3,,,,TrES-3
TOI-2124b,,-16.51,v,TrES-4
TrES-5,,,,TrES-5
BD+20  2459,G5,37.37,v,TYC 1422-614-1
LSPM J2122+2255,M1.0V,6.02,v,TYC 2187-512-1
BD+49   827,,19.49,v,TYC 3318-1333-1
TYC 3667-1280-1,,9.54,v,TYC 3667-1280-1
PM J22554+6214,G/K,-11.76,v,TYC 4282-605-1
TYC  434-4538-1,,-52.46,v,TYC  434-4538-1
TYC 8998-760-1,K3IV,12.9,v,TYC 8998-760-1
UCAC3 113-933,,12.37,v,UCAC3 113-933
UCAC4 328-061594,DC,,,UCAC4 328-061594
SIPS J1256-1257,M7.0,,,VHS J125601.92-125723.9
V* UZ For,M4.5,,,V* UZ For
V* V1298 Tau,K1,15.6224,v,V* V1298 Tau
V* V2376 Ori,M:e,,,V* V2376 Ori
V* V391 Peg,sdB,,,V* V391 Peg
V* V830 Tau,M0-1,17.628099,v,V* V830 Tau
WASP-1,F7V,-13.424,v,WASP-1
WASP-10,K5V,-11.66,v,WASP-10
CPD-64   356,F2,29.38,v,WASP-100
CPD-23  1329,F6,42.85,v,WASP-101
WASP-102,,-16.14,v,WASP-102
WASP-103,F8V,-40.26,v,WASP-103
WASP-104,G8,28.85,v,WASP-104
WASP-105,K6,25.26,v,WASP-105
WASP-106,F9,16.63,v,WASP-106
WASP-107,K7V,13.667,v,WASP-107
WASP-108,,47.91996,v,WASP-108
WASP-11,K3V,4.854,v,WASP-11
WASP-110,,-34.52,v,WASP-110
WASP-113,G2,-10.6576,v,WASP-113
WASP-114,,0.13,v,WASP-114
WASP-116,,-9.22,v,WASP-116
CD-50   714,,-16.02,v,WASP-117
WASP-118,,5.692,v,WASP-118
WASP-119,G5,8.17,v,WASP-119
WASP-12,G0V,19.034,v,WASP-12
CD-46  1323,F5,19.45,v,WASP-120
CD-38  3220,F6V,38.36,v,WASP-121
CD-33 14101,G5,17.34,v,WASP-123
WASP-124,F9,-5.25,v,WASP-124
WASP-126,G2,29.5532,v,WASP-126
BD-03  2978,G5,-8.25,v,WASP-127
WASP-129,G1,22.33,v,WASP-129
BD+34  1976,G1V,9.8,v,WASP-13
CD-41  7923,,1.65,v,WASP-130
HD 122173,F6/7V,-19.39,v,WASP-131
WASP-132,K4V,31.55,v,WASP-132
WASP-133,G4,-23.56,v,WASP-133
WASP-135,G5V,-29.85,v,WASP-135
HD 224861,F5V,11.64,v,WASP-136
WASP-138,F9,,,WASP-138
WASP-139,,-11.8,v,WASP-139
BD+22  2716,F5V,-4.34,v,WASP-14
BD-20   761,,1.98,v,WASP-140
WASP-141,F9,34.31,v,WASP-141
WASP-142,F8,48.57,v,WASP-142
WASP-144,K2V,15.76,v,WASP-144
CD-59  7727A,K2V,4.65,v,WASP-145A
WASP-147,G4,-1.66,v,WASP-147
WASP-148,,-4.03,v,WASP-148
WASP-149,,18.41,v,WASP-149
CD-31 10766,F7,-1.37,v,WASP-15
WASP-150,F8,-53.69,v,WASP-150
WASP-151,,-13.24,v,WASP-151
WASP-153,,-28.32,v,WASP-153
WASP-154,,-2.27,v,WASP-154
* alf Ari,K2-IIIbCa-1,-14.412,v,* alf Ari
* alf Tau,K5+III,54.398,v,* alf Tau
* bet Cnc,K4IIIBa0.5:,22.94,v,* bet Cnc
* bet Pic,A6V,16.84,v,* bet Pic
* bet UMi,K4-III,16.96,v,* bet UMi
* eps CrB,K2IIIab,-32.42,v,* eps CrB
* eps Eri,K2V,16.376,v,* eps Eri
* eps Tau,G9.5IIICN0.5,38.42,v,* eps Tau
* gam01 Leo,K1-IIIFe-1,-36.98,v,* gam01 Leo
* gam Cep,K1III-IVCN1,-43.668,v,* gam Cep
* gam Lib,G8.5III,-26.71,v,* gam Lib
* gam Psc,G9III:Fe-2,-14.48,v,* gam Psc
* iot Dra,K2III,-10.912,v,* iot Dra
* kap And,B9IVn,-12.7,v,* kap And
* kap CrB,K1IVa,-24.996,v,* kap CrB
* ksi Aql,G9.5IIIb,-41.66,v,* ksi Aql
* mu.02 Sco,B2IV,1.3,v,* mu.02 Sco
* mu. Leo,K2IIIbCN1Ca1,13.647,v,* mu. Leo
UCAC4 538-117170,,,,NAME Wendelstein-1
UCAC4 535-110680,,,,NAME Wendelstein-2
* nu. Oph,G9IIIa,13.19,v,* nu. Oph
* ome Ser,K0IV,-3.65,v,* ome Ser
* omi CrB,K0III,-53.747,v,* omi CrB
* omi UMa,G5III:,19.8,v,* omi UMa
* psi01 Dra B,F8V,-11.0,v,* psi01 Dra B
* rho CrB,G0+VaFe-1,17.991,v,* rho CrB
* tau Boo,F7IV-V,-16.03,v,* tau Boo
* tau Cet,G8V,-16.597,v,* tau Cet
* tau Gem,K2III,21.27,v,* tau Gem
* ups And,F9V,-28.662,v,* ups And
* ups Leo,G9IIIbFe-0.5,1.57,v,* ups Leo
V* YZ Cet,M4.0Ve,28.27,v,V* YZ Cet
WASP-155,,-21.61,v,WASP-155
WASP-156,,9.3,v,WASP-156
WASP-157,G2V,-21.995,v,WASP-157
WASP-158,F6V,25.0,v,WASP-158
WASP-159,F9,,,WASP-159
WASP-16,G3V,-1.1,v,WASP-16
WASP-160B,K0V,-6.08,v,WASP-160B
BD-11  2350,F6,37.44,v,WASP-161
WASP-162,K0,17.22,v,WASP-162
WASP-163,G8,-37.64,v,WASP-163
WASP-164,G2V,11.89,v,WASP-164
WASP-165,G6,23.97,v,WASP-165
BD-20  2976,F9V,24.0,v,WASP-166
CD-34  8618,,-0.53,v,WASP-167
WASP-168,F9V,48.89,v,WASP-168
WASP-169,,69.0,v,WASP-169
CD-27 10695,F4,-49.576,v,WASP-17
WASP-170,G1,33.08,v,WASP-170
WASP-171,,10.16,v,WASP-171
CD-46  8537,F1V,,,WASP-172
CD-35 15858A,G2,-7.81,v,WASP-173A
WASP-174,F6V,3.6,v,WASP-174
WASP-175,,6.66,v,WASP-175
WASP-176,F9,4.9,v,WASP-176
WASP-177,,-6.41,v,WASP-177
HD 134004,A1V,,,WASP-178
HD  10069,F6IV/V,4.09,v,WASP-18
WASP-180A,,27.73,v,WASP-180A
WASP-181,,-11.21,v,WASP-181
WASP-182,,-34.245,v,WASP-182
WASP-183,K3,64.95,v,WASP-183
WASP-184,,7.08,v,WASP-184
WASP-185,,23.77,v,WASP-185
WASP-186,,-5.94,v,WASP-186
WASP-187,,-20.0,v,WASP-187
WASP-188,,-17.47,v,WASP-188
HD 133112,A4/5IV/V,-24.26,v,WASP-189
WASP-19,G8V,20.679,v,WASP-19
WASP-190,,0.61,v,WASP-190
WASP-192,,14.68,v,WASP-192
WASP-193,,-2.95,v,WASP-193
WASP-194,,-8.7,v,WASP-194
WASP-195,,-17.27,v,WASP-195
WASP-197,,-9.55,v,WASP-197
WASP-2,K1.5,-27.845,v,WASP-2
CD-24   102,,1.251,v,WASP-20
WASP-21,G3V,-89.495,v,WASP-21
WASP-22,G,-7.272,v,WASP-22
WASP-23,,5.83,v,WASP-23
WASP-24,F8-9,-17.91,v,WASP-24
WASP-25,G4,-2.698,v,WASP-25
WASP-26,G0,9.6,v,WASP-26
WASP-28,F8-G0,24.791,v,WASP-28
CD-40 15273,K4V,24.48,v,WASP-29
BD+35  3293,F7V,-5.666,v,WASP-3
WASP-31,F:,-0.34,v,WASP-31
WASP-32,,18.41,v,WASP-32
HD  15082,kA5hA8mF4,-2.7,v,WASP-33
CD-23  9677,,49.99,v,WASP-34
BD-06  1077,,16.96,v,WASP-35
WASP-36,G2,-13.248,v,WASP-36
WASP-37,G2V,7.927,v,WASP-37
HD 146389,F8,-9.797,v,WASP-38
WASP-39,,-58.551,v,WASP-39
WASP-4,G7V,58.84,v,WASP-4
CD-29  9873,G8V,4.15,v,WASP-41
WASP-42,,-3.74,v,WASP-42
WASP-43,K7V,-3.7,v,WASP-43
WASP-44,,,,WASP-44
WASP-45,,4.95,v,WASP-45
WASP-46,G6,-3.642,v,WASP-46
WASP-47,,-26.9728,v,WASP-47
WASP-48,,-19.74,v,WASP-48
WASP-49,G6V,41.25,v,WASP-49
WASP-5,G4V,19.982,v,WASP-5
WASP-50,G9V,25.24,v,WASP-50
WASP-52,K2V,0.48,v,WASP-52
WASP-53,,-4.88,v,WASP-53
BD+00  3088,F8,-2.63151,v,WASP-54
WASP-55,G1,-4.092686,v,WASP-55
WASP-56,G6,4.636,v,WASP-56
WASP-57,G6,-23.29,v,WASP-57
WASP-58,G2V,-28.708,v,WASP-58
WASP-59,K5V,-56.82,v,WASP-59
WASP-6,G8V,12.53,v,WASP-6
WASP-60,G1V,-26.604,v,WASP-60
WASP-61,F7,19.098,v,WASP-61
CPD-64   484,,15.3272,v,WASP-62
CD-38  2551,G8,-23.07,v,WASP-63
WASP-64,,35.48,v,WASP-64
WASP-65,F9,-14.57,v,WASP-65
WASP-66,F4,-10.49,v,WASP-66
WASP-67,K0V,0.29,v,WASP-67
HD 193334,G2/3(IV),28.64,v,WASP-68
BD-05  5432,,-9.3702,v,WASP-69
HD 197286,F5V,-29.36,v,WASP-7
HD 358155A,,-64.39,v,WASP-70A
BD+00   316,G2,7.69,v,WASP-71
CD-30  1019,,37.36,v,WASP-72
HD 202678,G1/3(V),11.06,v,WASP-73
BD-01  3943,F9,-15.32,v,WASP-74
BD-11  5929,,2.8046,v,WASP-75
BD+01   316,F7,-1.152,v,WASP-76
BD-07   436A,G8,,,WASP-77A
WASP-78,F8,1.26,v,WASP-78
CD-30  1812,F5,5.19,v,WASP-79
CD-35 16019,G6,-1.94,v,WASP-8
WASP-80,K7V-M0V,9.82,v,WASP-80
WASP-81,,-60.29,v,WASP-81
BD+01   828,F5,-23.28,v,WASP-82
WASP-83,G8,,,WASP-83
BD+02  2056,K1,-11.38,v,WASP-84
BD+07  2474A,,14.01,v,WASP-85A
CD-52  4998,,-13.63,v,WASP-87
WASP-88,,-5.15,v,WASP-88
WASP-89,K3,21.44,v,WASP-89
WASP-90,F6,,,WASP-90
WASP-91,K3,2.99,v,WASP-91
WASP-92,G1,-32.98,v,WASP-92
WASP-93,,-0.38,v,WASP-93
CD-34 14724A,F8,-8.805,v,WASP-94A
CD-34 14724B,F9,-8.45,v,WASP-94B
CD-48 14223,G2,6.37,v,WASP-95
WASP-96,G8,-0.9,v,WASP-96
CD-56   324,G5,7.25,v,WASP-97
WASP-98,G7,-35.06,v,WASP-98
CD-50   777,F8,25.15,v,WASP-99
L   97-3,DQ,,,WD 0806-661
LP  141-14,DC,,,WD 1856+534
WISE J033605.05-014350.4,Y0,,,WISE J033605.05-014350.4
UCAC4 200-015587,,,,WISPIT 1
IRAS 19205-0746,,-16.23,v,WISPIT 2
BD-12  4523,M3V,-21.17,v,Wolf 1061
Wolf 1069,dM5.0,-59.775,v,Wolf 1069
Wolf  327,dM3.0,9.73844,v,Wolf  327
BD-05  3763,K3.5V,-46.827,v,Wolf  503
WTS-1,F6-8V,,,WTS-1
WTS-2,K2V,,,WTS-2
2MASS J04332621+2245293,M4+M9,17.541901,v,XEST 17-036
BD+28  2507,G1V,1.873,v,XO-1
BD+50  1471,G9V,47.111,v,XO-2N
BD+50  1471B,G9V,46.85,v,XO-2S
BD+57   793,F5V,-11.91,v,XO-3
XO-4,F5,1.293,v,XO-4
XO-5,G7,-9.84,v,XO-5
BD+73   323,F5,-1.58,v,XO-6
BD+85   317,G2,-12.82,v,XO-7
