main_id,sp_type,rvz_radvel,rvz_type,query_id
K2-270,K4V,14.62,v,K2-270
K2-271,G3,-74.19,v,K2-271
K2-272,G5,-60.372002,v,K2-272
Cl* NGC 2632     JC     146,K0,-17.89,v,K2-273
K2-274,K1V,39.89,v,K2-274
K2-275,K3V,-7.35,v,K2-275
K2-276,K3V,-60.76,v,K2-276
BD-15  3672,,7.52,v,K2-277
K2-278,,,,K2-278
K2-279,G3,3.29,v,K2-279
LP  700-6,M4V,11.7,v,K2-28
K2-280,,-1.234,v,K2-280
K2-281,K2V,9.17,v,K2-281
K2-282,G8,-0.03,v,K2-282
K2-283,K2V,-5.682,v,K2-283
K2-284,M0V,16.96,v,K2-284
K2-285,G9,14.9627,v,K2-285
K2-286,,-17.327999,v,K2-286
K2-287,,33.027,v,K2-287
K2-289,K1V,,,K2-289
WASP-152,K2V,33.25,v,K2-29
BD-19  4173,,19.7,v,K2-290
HD 285181,G0,24.823999,v,K2-291
HD 119130,G3V,-28.18,v,K2-292
K2-293,,,,K2-293
K2-294,,42.93,v,K2-294
K2-295,K4V,-16.2281,v,K2-295
K2-3,M1V,30.76,v,K2-3
K2-30,,,,K2-30
K2-308,,13.6674,v,K2-308
CD-23 12854,G7V,-4.6286,v,K2-31
K2-315,M3.5V,,,K2-315
K2-316,,6.97,v,K2-316
K2-317,,,,K2-317
K2-318,,1.95,v,K2-318
K2-319,,6.99,v,K2-319
K2-32,,-1.8626,v,K2-32
K2-320,,,,K2-320
K2-321,,-44.8,v,K2-321
K2-322,,3.480068,v,K2-322
K2-323,,16.601601,v,K2-323
K2-324,,-17.2146,v,K2-324
K2-325,M4V,,,K2-325
K2-326,,-15.71,v,K2-326
K2-329,,-19.25,v,K2-329
K2-33,dM3.0,-6.55916,v,K2-33
K2-331,,22.75,v,K2-331
K2-332,,,,K2-332
K2-333,,21.26,v,K2-333
K2-334,,19.0,v,K2-334
K2-335,,-5.91,v,K2-335
K2-336,,-42.91,v,K2-336
K2-337,,100.316002,v,K2-337
K2-338,K3V,75.07,v,K2-338
K2-339,,19.87,v,K2-339
K2-34,G2V,46.104,v,K2-34
K2-342,,-20.76,v,K2-342
K2-343,,,,K2-343
K2-344,,-15.0767,v,K2-344
K2-348,K2V,58.14,v,K2-348
K2-349,,,,K2-349
K2-35,K4V,56.644798,v,K2-35
K2-350,,-21.681,v,K2-350
K2-352,,-8.69,v,K2-352
K2-354,,,,K2-354
K2-355,,,,K2-355
K2-356,,,,K2-356
K2-357,,,,K2-357
K2-358,,,,K2-358
K2-36,K3,13.25,v,K2-36
K2-365,,39.976501,v,K2-365
K2-366,K1V,-8.15523,v,K2-366
K2-367,K3V,18.427799,v,K2-367
K2-368,K3V,9.25923,v,K2-368
K2-369,,-7.9216,v,K2-369
K2-37,,-0.719049,v,K2-37
HD 284521,G5,-26.42,v,K2-370
K2-371,K3V,,,K2-371
K2-372,,-45.449402,v,K2-372
BD+14  1851,G2,13.03,v,K2-373
K2-374,,29.56,v,K2-374
K2-375,,43.759246,v,K2-375
K2-376,,20.81,v,K2-376
K2-377,K5V,,,K2-377
K2-378,K3V,,,K2-378
K2-379,K3V,-44.1525,v,K2-379
K2-38,,-35.5994,v,K2-38
K2-380,,-24.690001,v,K2-380
K2-381,K2V,13.3,v,K2-381
K2-382,,,,K2-382
K2-383,,-21.04,v,K2-383
K2-384,,,,K2-384
K2-385,,8.296,v,K2-385
K2-386,,-19.4929,v,K2-386
K2-387,M0V,,,K2-387
K2-388,,-7.2,v,K2-388
K2-389,,17.544399,v,K2-389
BD-09  6003,,24.869301,v,K2-39
K2-390,,-32.41,v,K2-390
K2-391,,-3.774,v,K2-391
K2-392,,-25.0296,v,K2-392
K2-393,,-28.4172,v,K2-393
K2-394,,44.136002,v,K2-394
K2-395,K3V,,,K2-395
K2-396,,-36.3,v,K2-396
K2-397,,-33.01,v,K2-397
K2-398,,7.95,v,K2-398
K2-4,K7V,14.65,v,K2-4
K2-400,M3V,,,K2-400
K2-401,K5V,-27.034,v,K2-401
K2-402,,,,K2-402
K2-403,,3.16,v,K2-403
K2-404,M1V,,,K2-404
K2-405,,12.8409,v,K2-405
CD-24 12030,,5.17,v,K2-406
K2-407,,-79.95,v,K2-407
K2-408,,67.338997,v,K2-408
K2-409,,-3.99,v,K2-409
K2-411,,41.3,v,K2-411
K2-412,,-38.89,v,K2-412
K2-413,,31.15,v,K2-413
K2-414,,4.94,v,K2-414
G  41-26,dM5.0,22.5,v,K2-415
K2-416,,-10.51,v,K2-416
G 273-20,,18.2,v,K2-417
K2-42,K5V,-6.406,v,K2-42
K2-43,K7V,-4.0,v,K2-43
K2-44,,47.46,v,K2-44
K2-45,M0V,4.5,v,K2-45
K2-46,,19.3011,v,K2-46
K2-47,K1,54.82,v,K2-47
K2-48,K2V,5.7,v,K2-48
K2-49,K7V,-0.53,v,K2-49
K2-5,,,,K2-5
K2-50,K5V,8.51,v,K2-50
K2-52,F8III,,,K2-52
K2-53,K2V,43.52,v,K2-53
K2-54,,19.2059,v,K2-54
K2-55,K7V,3.95504,v,K2-55
K2-57,K5V,-8.09,v,K2-57
K2-58,,6.49,v,K2-58
K2-59,K2V,-25.491699,v,K2-59
K2-6,G3,8.3073,v,K2-6
K2-60,,-44.7463,v,K2-60
K2-61,,-4.96,v,K2-61
K2-62,K3V,4.68628,v,K2-62
K2-63,,-11.641,v,K2-63
K2-64,,-23.902,v,K2-64
BD-11  5779,K2V,10.85,v,K2-65
K2-66,,46.7607,v,K2-66
K2-68,K2V,17.1602,v,K2-68
K2-69,M1V,,,K2-69
K2-7,,-2.271,v,K2-7
K2-70,,-37.25,v,K2-70
K2-71,M3V,5.5181,v,K2-71
LP  759-72,M2V,-39.6143,v,K2-72
K2-73,,-38.629299,v,K2-73
K2-74,,26.56,v,K2-74
K2-75,,3.3516,v,K2-75
K2-77,K4V,7.1,v,K2-77
K2-79,G3,-10.089,v,K2-79
K2-8,K3V,13.86,v,K2-8
K2-80,G8,17.1599,v,K2-80
K2-81,K3V,-18.3616,v,K2-81
K2-83,M1V,-0.788782,v,K2-83
K2-84,K2V,7.64,v,K2-84
K2-85,K5V,-4.87,v,K2-85
K2-86,G8,121.372002,v,K2-86
K2-87,K1V,16.6024,v,K2-87
K2-88,M1V,3.16,v,K2-88
K2-89,M1V,18.1761,v,K2-89
LP  613-39,M2.5V,-30.5147,v,K2-9
K2-90,K5V,20.52,v,K2-90
K2-91,M3V,23.48,v,K2-91
K2-95,M3V,36.0015,v,K2-95
K2-97,K2III,16.1714,v,K2-97
K2-98,F7,77.3469,v,K2-98
BD-04  3588,F7,-2.40472,v,K2-99
KELT-1,F5,-11.87,v,KELT-1
CD-47 12635,,31.61,v,KELT-10
HD  93396,G8/K0IV,35.23,v,KELT-11
BD+36  2955,,-23.03,v,KELT-12
CD-42  3043,G4,34.6,v,KELT-14
CD-51  2720,,12.28,v,KELT-15
KELT-16,F7V,-29.2,v,KELT-16
BD+14  1881,kA1hA5mA9Si,33.01,v,KELT-17
BD+60  1538,F5,-10.83,v,KELT-18
HD 185603,A0,-26.78,v,KELT-20
HD 332124,A8V,-13.0,v,KELT-21
BD+66   911,K,-14.89,v,KELT-23A
HD  93148,F5,-6.14,v,KELT-24
HD  42176,F7V,-47.539,v,KELT-2A
BD+41  2024,F2,24.86,v,KELT-3
BD+26  2091A,,-23.28,v,KELT-4A
BD+31  2447,F8,1.53321,v,KELT-6
HD  33643,F2,40.75,v,KELT-7
HD 343246,G2V,-34.28,v,KELT-8
HD 195689,A0,-37.109001,v,KELT-9
Kepler-10,G2V,-98.12,v,Kepler-10
Kepler-100,G8IV,-60.9338,v,Kepler-100
Kepler-1000,F6IV,0.652943,v,Kepler-1000
Kepler-1001,,3.0,v,Kepler-1001
Kepler-1002,G4V,-45.5756,v,Kepler-1002
Kepler-1003,,,,Kepler-1003
Kepler-1004,G5,-37.778301,v,Kepler-1004
Kepler-1005,G2V,-54.45,v,Kepler-1005
Kepler-1006,,,,Kepler-1006
Kepler-1007,,-24.4314,v,Kepler-1007
Kepler-1008,K2,6.4,v,Kepler-1008
Kepler-1009,M2V,,,Kepler-1009
Kepler-101,G4,-79.08,v,Kepler-101
Kepler-429,sdB,,,KIC 10001893
Kepler-1706,F7IV,-25.6,v,KIC 10068024
Kepler-459,,-52.9519,v,KIC 10525077
TYC 3120-47-1,,-27.33,v,KIC 3526061
Kepler-455,,,,KIC 3558849
Kepler-460,F6IV,-88.36,v,KIC 5437945
Kepler-1707,,,,KIC 5479689
Kepler-1648,F1V,-37.62,v,KIC 7917485
Kepler-1970,,-22.735201,v,KIC 8121913
Kepler-458,F6IV,2.26,v,KIC 9663113
Kepler-448,F5IV,-16.85,v,KOI-12
Kepler-420,G5V,9.86,v,KOI-1257
BD+46  2629,kA2hA5mA7(IV)m:,-9.02258,v,KOI-13
KOI-134,G0V,-15.5,v,KOI-134
Kepler-88,G8IV,-19.51,v,KOI-142
Kepler-1659,,-50.2867,v,KOI-1599
Kepler-1662,K5,-2.59677,v,KOI-1783
Kepler-71,G8V,-23.882299,v,KOI-217
KOI-2513,,11.5035,v,KOI-2513
Kepler-1703,,-0.060883,v,KOI-3503
Kepler-90,G2,-15.54,v,KOI-351
Kepler-1657,,-44.372299,v,KOI-3680
Kepler-1971,,,,KOI-4777
KOI-4978,,-49.1605,v,KOI-4978
Kepler-70,sdB,,,KOI-55
Kepler-1974,,-10.827,v,KOI-7368
Kepler-457,F9,-60.71,v,KOI-7892
Kepler-89,,-19.236799,v,KOI-94
Kepler-1973,K1V,-24.242001,v,KOI-984
G  69-62,M0V,-23.19,v,NAME KOBE-1
GSC 04148-00138,,,,NAME KPS-1
Kepler-1010,G9,-3.45,v,Kepler-1010
Kepler-1011,,,,Kepler-1011
Kepler-1012,G7,-11.1773,v,Kepler-1012
Kepler-1013,K3,-24.0,v,Kepler-1013
Kepler-1014,,-21.9084,v,Kepler-1014
Kepler-1015,F5,14.0766,v,Kepler-1015
Kepler-1016,,-2.29474,v,Kepler-1016
Kepler-1017,,,,Kepler-1017
Kepler-1018,,-27.248899,v,Kepler-1018
Kepler-1019,K8V,-35.86,v,Kepler-1019
Kepler-102,K3V,-28.51,v,Kepler-102
Kepler-1020,,-19.9744,v,Kepler-1020
Kepler-1021,,,,Kepler-1021
Kepler-1022,,,,Kepler-1022
Kepler-1023,K1,-15.28,v,Kepler-1023
Kepler-1024,G7,-6.11,v,Kepler-1024
Kepler-1025,F6IV,-39.608002,v,Kepler-1025
Kepler-1026,,,,Kepler-1026
Kepler-1027,G5V,-2.92,v,Kepler-1027
Kepler-1028,,,,Kepler-1028
Kepler-1029,K2V,44.88,v,Kepler-1029
Kepler-103,G5Ib,-28.28,v,Kepler-103
Kepler-1030,,3.49447,v,Kepler-1030
Kepler-1031,G0V,-40.084499,v,Kepler-1031
Kepler-1032,,,,Kepler-1032
Kepler-1033,,7.41341,v,Kepler-1033
Kepler-1034,,18.9857,v,Kepler-1034
Kepler-1035,G5V,-66.32,v,Kepler-1035
Kepler-1036,G5,-41.248001,v,Kepler-1036
Kepler-1037,K1,-30.39,v,Kepler-1037
Kepler-1038,,,,Kepler-1038
Kepler-1039,,,,Kepler-1039
Kepler-104,G0V,4.83,v,Kepler-104
Kepler-1040,F9,-11.53,v,Kepler-1040
Kepler-1041,G3,-17.530199,v,Kepler-1041
Kepler-1042,,,,Kepler-1042
Kepler-1043,,,,Kepler-1043
Kepler-1044,,-2.29254,v,Kepler-1044
Kepler-1045,,-25.0397,v,Kepler-1045
Kepler-1046,G2,-14.07,v,Kepler-1046
Kepler-1047,G8V,-43.52,v,Kepler-1047
Kepler-1048,K5,4.29,v,Kepler-1048
Kepler-1049,M1V,-27.993601,v,Kepler-1049
Kepler-105,F6IV,1.97,v,Kepler-105
Kepler-1050,G3,-19.68,v,Kepler-1050
Kepler-1051,F5,9.6,v,Kepler-1051
Kepler-1052,G4,-25.836201,v,Kepler-1052
Kepler-1053,K7,-13.4493,v,Kepler-1053
Kepler-1054,F9,-9.01,v,Kepler-1054
Kepler-1055,G2V,-7.22,v,Kepler-1055
Kepler-1056,G0,-31.13,v,Kepler-1056
Kepler-1057,,-11.5587,v,Kepler-1057
Kepler-1058,,5.0451,v,Kepler-1058
Kepler-1059,,,,Kepler-1059
Kepler-106,G1,-56.51,v,Kepler-106
Kepler-1060,,6.9958,v,Kepler-1060
Kepler-1061,K3,-6.27057,v,Kepler-1061
Kepler-1062,,,,Kepler-1062
Kepler-1063,G5,-29.021099,v,Kepler-1063
Kepler-1064,K2V,-9.70257,v,Kepler-1064
Kepler-1065,,,,Kepler-1065
Kepler-1066,G5V,-11.3,v,Kepler-1066
Kepler-1067,,-41.296001,v,Kepler-1067
Kepler-1068,,,,Kepler-1068
Kepler-1069,G9IV,0.49,v,Kepler-1069
Kepler-107,,5.68,v,Kepler-107
Kepler-1070,F7V,-38.78,v,Kepler-1070
Kepler-1071,,-32.242199,v,Kepler-1071
Kepler-1072,F9.5V,-19.032101,v,Kepler-1072
Kepler-1073,G3V,-62.86,v,Kepler-1073
Kepler-1074,M0V,-35.191799,v,Kepler-1074
Kepler-1075,M1V,-25.8937,v,Kepler-1075
Kepler-1076,K2,-28.942101,v,Kepler-1076
Kepler-1077,,1.38888,v,Kepler-1077
Kepler-1078,,4.0835,v,Kepler-1078
Kepler-1079,G2V,-13.27,v,Kepler-1079
Kepler-108,,-13.8487,v,Kepler-108
Kepler-1080,F7IV,-18.294701,v,Kepler-1080
Kepler-1081,G8V,-25.52,v,Kepler-1081
Kepler-1082,G0V,-22.5,v,Kepler-1082
Kepler-1083,,-34.349499,v,Kepler-1083
Kepler-1084,F8V,4.99,v,Kepler-1084
Kepler-1085,,,,Kepler-1085
Kepler-1086,,-15.1575,v,Kepler-1086
Kepler-1087,K1,-45.053001,v,Kepler-1087
Kepler-1088,F6IV,-16.2596,v,Kepler-1088
Kepler-1089,M0V,-39.67,v,Kepler-1089
Kepler-109,G4V,-36.75,v,Kepler-109
Kepler-1090,,,,Kepler-1090
Kepler-1091,,,,Kepler-1091
Kepler-1092,G2,-30.53,v,Kepler-1092
Kepler-1093,F2V,-34.0,v,Kepler-1093
Kepler-1094,G3,-25.3284,v,Kepler-1094
Kepler-1095,,25.4611,v,Kepler-1095
Kepler-1096,K7,-37.3419,v,Kepler-1096
Kepler-1097,,,,Kepler-1097
Kepler-1098,,,,Kepler-1098
Kepler-1099,,-2.41627,v,Kepler-1099
Kepler-11,G2V,-56.5124,v,Kepler-11
Kepler-110,F6IV,0.25,v,Kepler-110
Kepler-1100,G2V,2.95,v,Kepler-1100
Kepler-1101,,16.095699,v,Kepler-1101
Kepler-1102,,,,Kepler-1102
Kepler-1103,,-42.9,v,Kepler-1103
Kepler-1104,F6IV-Vs,-33.71,v,Kepler-1104
Kepler-1105,,,,Kepler-1105
Kepler-1106,G2,-12.28,v,Kepler-1106
Kepler-1107,,-13.9166,v,Kepler-1107
Kepler-1108,,,,Kepler-1108
Kepler-1109,G7,-60.5345,v,Kepler-1109
Kepler-111,F8V,-18.83,v,Kepler-111
Kepler-1110,,-24.1185,v,Kepler-1110
Kepler-1111,,27.721701,v,Kepler-1111
Kepler-1112,F6,-4.94,v,Kepler-1112
Kepler-1113,G0,-61.3,v,Kepler-1113
Kepler-1114,G5V,-5.53,v,Kepler-1114
Kepler-1115,A1IV,-10.94,v,Kepler-1115
Kepler-1116,,,,Kepler-1116
Kepler-1117,G8V,-26.44,v,Kepler-1117
Kepler-1118,,,,Kepler-1118
Kepler-1119,,,,Kepler-1119
Kepler-112,G0,-89.28,v,Kepler-112
Kepler-1120,,1.70221,v,Kepler-1120
Kepler-1121,F8,-35.977501,v,Kepler-1121
Kepler-1122,,-15.583,v,Kepler-1122
Kepler-1123,G8,-26.582001,v,Kepler-1123
Kepler-1124,M1V,-43.4899,v,Kepler-1124
Kepler-1125,,,,Kepler-1125
Kepler-1126,G3,-65.179703,v,Kepler-1126
Kepler-1127,,-28.6546,v,Kepler-1127
Kepler-1128,G5,-23.71,v,Kepler-1128
Kepler-1129,,14.6657,v,Kepler-1129
Kepler-113,K4,2.26,v,Kepler-113
Kepler-1130,K0V,7.42834,v,Kepler-1130
Kepler-1131,F9,-24.1691,v,Kepler-1131
Kepler-1132,,,,Kepler-1132
Kepler-1133,K1,-52.913101,v,Kepler-1133
Kepler-1134,,,,Kepler-1134
Kepler-1135,,-80.8078,v,Kepler-1135
Kepler-1136,,6.79535,v,Kepler-1136
Kepler-1137,F5V,1.82,v,Kepler-1137
Kepler-1138,,,,Kepler-1138
Kepler-1139,K2,-10.0868,v,Kepler-1139
Kepler-114,M0V,-57.328701,v,Kepler-114
Kepler-1140,,,,Kepler-1140
Kepler-1141,G3,-54.73,v,Kepler-1141
Kepler-1142,G3V,-7.75,v,Kepler-1142
Kepler-1143,,-3.7673,v,Kepler-1143
Kepler-1144,,-23.8647,v,Kepler-1144
Kepler-1145,,,,Kepler-1145
Kepler-1146,,-35.977299,v,Kepler-1146
Kepler-1147,,,,Kepler-1147
Kepler-1148,,,,Kepler-1148
Kepler-1149,,8.48571,v,Kepler-1149
Kepler-115,F6IV,-57.71,v,Kepler-115
Kepler-1150,,-11.6333,v,Kepler-1150
Kepler-1151,G5,-54.44,v,Kepler-1151
Kepler-1152,M1V,-33.51,v,Kepler-1152
Kepler-1153,,-8.024,v,Kepler-1153
Kepler-1154,,-7.4569,v,Kepler-1154
Kepler-1155,,,,Kepler-1155
Kepler-1156,,-28.009701,v,Kepler-1156
Kepler-1157,K4V,-11.01,v,Kepler-1157
Kepler-1158,F5V,-28.69,v,Kepler-1158
Kepler-1159,,-11.4849,v,Kepler-1159
Kepler-116,,-10.22,v,Kepler-116
Kepler-1160,,,,Kepler-1160
Kepler-1161,K4,-59.77,v,Kepler-1161
Kepler-1162,,-48.657501,v,Kepler-1162
Kepler-1163,F7V,-45.36,v,Kepler-1163
Kepler-1164,,-20.4823,v,Kepler-1164
Kepler-1165,,-38.638199,v,Kepler-1165
Kepler-1166,G7,-51.87,v,Kepler-1166
Kepler-1167,,,,Kepler-1167
Kepler-1168,K0,-5.23371,v,Kepler-1168
Kepler-1169,G0IV,-54.105301,v,Kepler-1169
Kepler-117,F2,-12.2971,v,Kepler-117
Kepler-1170,,,,Kepler-1170
Kepler-1171,,-12.73,v,Kepler-1171
Kepler-1172,G2V,8.66,v,Kepler-1172
Kepler-1173,K0,3.80822,v,Kepler-1173
Kepler-1174,G0,-42.99,v,Kepler-1174
Kepler-1175,,-115.237999,v,Kepler-1175
Kepler-1176,G3,-18.91,v,Kepler-1176
Kepler-1177,,,,Kepler-1177
Kepler-1178,G5V,8.02059,v,Kepler-1178
Kepler-1179,,-28.9,v,Kepler-1179
Kepler-118,,-14.4481,v,Kepler-118
Kepler-1180,,,,Kepler-1180
Kepler-1181,F6V,-8.07,v,Kepler-1181
Kepler-1182,,,,Kepler-1182
Kepler-1183,,,,Kepler-1183
Kepler-1184,,,,Kepler-1184
Kepler-1185,F9,3.3558,v,Kepler-1185
Kepler-1186,G5,-12.2329,v,Kepler-1186
Kepler-1187,,13.207,v,Kepler-1187
Kepler-1188,,,,Kepler-1188
Kepler-1189,G7,-0.71,v,Kepler-1189
Kepler-119,,-24.24,v,Kepler-119
Kepler-1190,K5,-25.56,v,Kepler-1190
Kepler-1191,,,,Kepler-1191
Kepler-1192,,,,Kepler-1192
Kepler-1193,G2V,-26.22,v,Kepler-1193
Kepler-1194,,-6.62446,v,Kepler-1194
Kepler-1195,,,,Kepler-1195
Kepler-1196,,,,Kepler-1196
Kepler-1197,,-20.962,v,Kepler-1197
Kepler-1198,,,,Kepler-1198
Kepler-1199,F2,-45.89,v,Kepler-1199
Kepler-12,G0,-6.71,v,Kepler-12
Kepler-120,M0V,-42.6177,v,Kepler-120
Kepler-1200,,,,Kepler-1200
Kepler-1201,,,,Kepler-1201
Kepler-1202,,,,Kepler-1202
Kepler-1203,M1V,,,Kepler-1203
Kepler-1204,,,,Kepler-1204
Kepler-1205,G7,-31.1,v,Kepler-1205
Kepler-1206,,-11.5189,v,Kepler-1206
Kepler-1207,F9,4.15596,v,Kepler-1207
Kepler-1208,,,,Kepler-1208
Kepler-1209,F7,-26.47,v,Kepler-1209
Kepler-121,K0,7.4023,v,Kepler-121
Kepler-1210,,,,Kepler-1210
Kepler-1211,G3,-19.05,v,Kepler-1211
Kepler-1212,G0,-38.0242,v,Kepler-1212
Kepler-1213,G0,-63.15,v,Kepler-1213
Kepler-1214,,,,Kepler-1214
Kepler-1215,K1V,-16.78,v,Kepler-1215
Kepler-1216,,,,Kepler-1216
Kepler-1217,,,,Kepler-1217
Kepler-1218,G0.5V,-14.44,v,Kepler-1218
Kepler-1219,F6IV,5.63,v,Kepler-1219
Kepler-122,,19.55,v,Kepler-122
Kepler-1220,,,,Kepler-1220
Kepler-1221,,15.3556,v,Kepler-1221
Kepler-1222,,-18.538799,v,Kepler-1222
Kepler-1223,,-55.625801,v,Kepler-1223
Kepler-1224,,-26.1747,v,Kepler-1224
Kepler-1225,F7,-49.82,v,Kepler-1225
Kepler-1226,G2,-0.292212,v,Kepler-1226
Kepler-1227,G5,19.21,v,Kepler-1227
Kepler-1228,G8,-89.19,v,Kepler-1228
Kepler-1229,M0,16.99,v,Kepler-1229
Kepler-123,,-17.95,v,Kepler-123
Kepler-1230,,,,Kepler-1230
Kepler-1231,G4,-13.73,v,Kepler-1231
Kepler-1232,,19.1105,v,Kepler-1232
Kepler-1233,F7V,-23.2,v,Kepler-1233
Kepler-1234,,,,Kepler-1234
Kepler-1235,G7,19.4342,v,Kepler-1235
Kepler-1236,,,,Kepler-1236
Kepler-1237,,,,Kepler-1237
Kepler-1238,,-42.3659,v,Kepler-1238
Kepler-1239,,,,Kepler-1239
Kepler-124,,-70.23,v,Kepler-124
Kepler-1240,G5V,-42.33,v,Kepler-1240
Kepler-1241,,,,Kepler-1241
Kepler-1242,,,,Kepler-1242
Kepler-1243,,22.855301,v,Kepler-1243
Kepler-1244,F5,5.16,v,Kepler-1244
Kepler-1245,,,,Kepler-1245
Kepler-1246,K5,2.87,v,Kepler-1246
Kepler-1247,,,,Kepler-1247
Kepler-1248,G0.5IV,-0.58,v,Kepler-1248
Kepler-1249,,,,Kepler-1249
Kepler-125,M1V,-31.75,v,Kepler-125
Kepler-1250,,-66.984497,v,Kepler-1250
Kepler-1251,G7,-28.48,v,Kepler-1251
Kepler-1252,,,,Kepler-1252
Kepler-1253,G0V,-44.55,v,Kepler-1253
Kepler-1254,K3,-14.64,v,Kepler-1254
Kepler-1255,,,,Kepler-1255
Kepler-1256,F6IV,14.78,v,Kepler-1256
Kepler-1257,,-21.5042,v,Kepler-1257
Kepler-1258,G2,-66.83,v,Kepler-1258
Kepler-1259,,,,Kepler-1259
Kepler-126,F7IV,-21.05,v,Kepler-126
Kepler-1260,,,,Kepler-1260
Kepler-1261,K3,-36.35,v,Kepler-1261
Kepler-1262,,,,Kepler-1262
Kepler-1263,G9,-79.0252,v,Kepler-1263
Kepler-1264,F9,-44.86,v,Kepler-1264
Kepler-1265,,,,Kepler-1265
Kepler-1266,,,,Kepler-1266
Kepler-1267,,,,Kepler-1267
Kepler-1268,,,,Kepler-1268
Kepler-1269,G2,-29.57,v,Kepler-1269
Kepler-127,G0,-20.7318,v,Kepler-127
Kepler-1270,K0IV,15.29,v,Kepler-1270
Kepler-1271,,-5.3,v,Kepler-1271
Kepler-1272,,-47.671,v,Kepler-1272
Kepler-1273,,12.0579,v,Kepler-1273
Kepler-1274,F8V,-9.22793,v,Kepler-1274
Kepler-1275,,9.41861,v,Kepler-1275
Kepler-1276,,-33.36,v,Kepler-1276
Kepler-1277,,-42.735,v,Kepler-1277
Kepler-1278,,-19.4,v,Kepler-1278
Kepler-1279,,7.8,v,Kepler-1279
Kepler-128,F2,-21.630199,v,Kepler-128
Kepler-1280,,-12.6346,v,Kepler-1280
Kepler-1281,,,,Kepler-1281
Kepler-1282,,-19.570499,v,Kepler-1282
Kepler-1283,,,,Kepler-1283
Kepler-1284,,,,Kepler-1284
Kepler-1285,F6IV,-2.94706,v,Kepler-1285
Kepler-1286,,,,Kepler-1286
Kepler-1287,,-36.336601,v,Kepler-1287
Kepler-1288,F5,-23.66,v,Kepler-1288
Kepler-1289,F9,12.4192,v,Kepler-1289
Kepler-129,G4V,-20.21,v,Kepler-129
Kepler-1290,,,,Kepler-1290
Kepler-1291,,,,Kepler-1291
Kepler-1292,,,,Kepler-1292
Kepler-1293,F7IV,-43.28,v,Kepler-1293
Kepler-1294,,,,Kepler-1294
Kepler-1295,,,,Kepler-1295
Kepler-1296,,4.50979,v,Kepler-1296
Kepler-1297,,-28.3391,v,Kepler-1297
Kepler-1298,F5,-31.3004,v,Kepler-1298
Kepler-1299,,,,Kepler-1299
Kepler-130,G1V,20.26,v,Kepler-130
Kepler-1300,F8V,-32.59,v,Kepler-1300
Kepler-1301,,,,Kepler-1301
Kepler-1302,G9,-24.22,v,Kepler-1302
Kepler-1303,,,,Kepler-1303
Kepler-1304,,-49.8809,v,Kepler-1304
Kepler-1305,,,,Kepler-1305
Kepler-1306,,-21.4522,v,Kepler-1306
Kepler-1307,,17.718,v,Kepler-1307
Kepler-1308,M2V,-5.7191,v,Kepler-1308
Kepler-1309,,-26.3978,v,Kepler-1309
Kepler-131,G2V,-21.6702,v,Kepler-131
Kepler-1310,,-14.2,v,Kepler-1310
Kepler-1311,G0IV-V,-12.24,v,Kepler-1311
Kepler-1312,F9,-7.95779,v,Kepler-1312
Kepler-1313,K2V,-29.3736,v,Kepler-1313
Kepler-1314,,,,Kepler-1314
Kepler-1315,,-10.5997,v,Kepler-1315
Kepler-1316,,-9.9784,v,Kepler-1316
Kepler-1317,,-46.890499,v,Kepler-1317
Kepler-1318,,,,Kepler-1318
Kepler-1319,M2V,,,Kepler-1319
Kepler-132,G1,-25.52,v,Kepler-132
Kepler-1320,,,,Kepler-1320
Kepler-1321,M1V,,,Kepler-1321
Kepler-1322,,,,Kepler-1322
Kepler-1323,F8V,2.74635,v,Kepler-1323
Kepler-1324,,,,Kepler-1324
Kepler-1325,,,,Kepler-1325
Kepler-1326,F4,4.08,v,Kepler-1326
Kepler-1327,G0,-2.1,v,Kepler-1327
Kepler-1328,G5V,-56.2939,v,Kepler-1328
Kepler-1329,,,,Kepler-1329
Kepler-133,F9,8.62,v,Kepler-133
Kepler-1330,,,,Kepler-1330
Kepler-1331,,-15.3074,v,Kepler-1331
Kepler-1332,G5V,-34.75,v,Kepler-1332
Kepler-1333,,-34.734901,v,Kepler-1333
Kepler-1334,,,,Kepler-1334
Kepler-1335,,,,Kepler-1335
Kepler-1336,F9,-5.16,v,Kepler-1336
Kepler-1337,,-39.000198,v,Kepler-1337
Kepler-1338,M6,5.0,v,Kepler-1338
Kepler-1339,G0V,-48.0984,v,Kepler-1339
Kepler-134,F8V,-26.7143,v,Kepler-134
Kepler-1340,,,,Kepler-1340
Kepler-1341,,,,Kepler-1341
Kepler-1342,,,,Kepler-1342
Kepler-1343,,,,Kepler-1343
Kepler-1344,G3,-2.90547,v,Kepler-1344
Kepler-1345,,-8.18987,v,Kepler-1345
Kepler-1346,G3,-23.05,v,Kepler-1346
Kepler-1347,G7,-28.0113,v,Kepler-1347
Kepler-1348,G2,-14.29,v,Kepler-1348
Kepler-1349,G0,-28.646999,v,Kepler-1349
Kepler-135,F7,-41.070599,v,Kepler-135
Kepler-1350,,2.37637,v,Kepler-1350
Kepler-1351,M1.6,-1.18117,v,Kepler-1351
Kepler-1352,F8V,-44.32,v,Kepler-1352
Kepler-1353,,,,Kepler-1353
Kepler-1354,,13.3473,v,Kepler-1354
Kepler-1355,,,,Kepler-1355
